Unnamed: 0,verified,location,id,url,public_metrics,protected,party,username,name,created_at,description
43,True,Shimla,775379648,https://t.co/yCdapNakRN,"{'followers_count': 144654, 'following_count': 276, 'tweet_count': 49023, 'listed_count': 183}",False,BJP,BJP4Himachal,BJP Himachal Pradesh,2012-08-23T07:11:37.000Z,Official Twitter Account of BJP Himachal Pradesh. भारतीय जनता पार्टी हिमाचल प्रदेश।
44,True,"Gujarat, India",1617123242,,"{'followers_count': 538873, 'following_count': 213, 'tweet_count': 6506, 'listed_count': 136}",False,BJP,ChaudhryShankar,Shankar Chaudhary,2013-07-24T07:23:55.000Z,"BJP Karyakarta | Chairman, Banas Dairy, Asia’s largest cooperative dairy | Vice Chairman, Gujarat State Cooperative Bank"
45,True,India,1196254680,https://t.co/PlwSE0MoRc,"{'followers_count': 8550996, 'following_count': 614, 'tweet_count': 9551, 'listed_count': 1141}",False,BJP,NSaina,Saina Nehwal,2013-02-19T07:52:32.000Z,Badminton player 🏸🏸..Olympic Bronze medallist 2012 ..🙏... Chopsy's best friend. For queries: bandana@fairplaysports.in / +91 9971353774
46,True,,190351028,https://t.co/Zw1oelFOyx,"{'followers_count': 552833, 'following_count': 284, 'tweet_count': 14663, 'listed_count': 228}",False,BJP,ombirlakota,Om Birla,2010-09-13T18:47:30.000Z,"Speaker of 17th Lok Sabha , Parliament of India ."
47,True,India,29385549,https://t.co/vTYHCt5kN0,"{'followers_count': 141984, 'following_count': 373, 'tweet_count': 28454, 'listed_count': 242}",False,BJP,mehtahansal,Hansal Mehta,2009-04-07T04:43:52.000Z,WIP. Filmmaker. If you want to abuse my profession/industry please vent your frustration elsewhere. YOU WILL BE BLOCKED.
48,True,"New Delhi, India",85462891,https://t.co/yHfEVqa54x,"{'followers_count': 851232, 'following_count': 8880, 'tweet_count': 117527, 'listed_count': 994}",False,BJP,TajinderBagga,Tajinder Pal Singh Bagga,2009-10-27T00:53:18.000Z,"National Secretary BJP Youth |             


       Incharge Uttarakhand BJP Youth | Spokesperson BJP Delhi | MLA Candidate Hari Nagar 2020 |"
49,True,"New Delhi, India",3236480554,https://t.co/3nsEGGH7yg,"{'followers_count': 96091, 'following_count': 1131, 'tweet_count': 36563, 'listed_count': 65}",False,BJP,kuljeetschahal,Kuljeet Singh Chahal 🇮🇳,2015-05-05T17:52:18.000Z,||Nationalist ||General Secretary @bjp4delhi ||National Council Member @bjp4India || Love Challenges In life|| #NamoAppAbhiyaan || RT Not Endorsement ||
50,True,"Bengaluru, India",198795374,https://t.co/3ITD7rylEL,"{'followers_count': 25714, 'following_count': 42, 'tweet_count': 22513, 'listed_count': 457}",False,BJP,r0h1n,Rohin Dharmakumar,2010-10-05T08:04:38.000Z,"CEO, @thekenweb. Journalist-entrepreneur. rohin at the-ken dot com."
51,True,India,3261056648,,"{'followers_count': 72607, 'following_count': 214, 'tweet_count': 7761, 'listed_count': 100}",False,BJP,Dattatreya,Bandaru Dattatreya,2015-06-30T08:38:20.000Z,Governor Of Haryana.
52,True,,1054143836,https://t.co/3FZ8wYpDsg,"{'followers_count': 163785, 'following_count': 446, 'tweet_count': 18227, 'listed_count': 136}",False,BJP,Gupta_vijender,Vijender Gupta,2013-01-02T04:01:01.000Z,"MLA (Rohini) Member, DDA.Ex President Delhi BJP,Ex LOP Delhi,Ex Chairman MCD Standing Committee. SRCC Alumnus."
53,True,"Karol Bagh, New Delhi",2204739805,,"{'followers_count': 23354, 'following_count': 1234, 'tweet_count': 16208, 'listed_count': 21}",False,BJP,guptaravinder71,Ravinder Gupta 🇮🇳,2013-11-20T11:24:44.000Z,"BJP MLA Candidate MatiyaMahal 2020

Gen Sec BJP Delhi State 2017

Mayor North Delhi -2015

Deputy Mayor North Delhi -2013 

Chairmen Works Com Mcd 2012"
54,True,INDIA,67802523,https://t.co/C3gY4mZZBt,"{'followers_count': 126352, 'following_count': 53, 'tweet_count': 8755, 'listed_count': 340}",False,BJP,GVLNRAO,GVL Narasimha Rao,2009-08-22T03:28:20.000Z,"Member of Parliament (Rajya Sabha), BJP & Member, Standing Committee on Finance; Consultative Committee on External Affairs, Acclaimed Psephologist & Author"
55,True,"Assam, India",141610194,https://t.co/yhkAA9nPYV,"{'followers_count': 74956, 'following_count': 105, 'tweet_count': 6868, 'listed_count': 47}",False,BJP,jayanta_malla,Jayanta Mallabaruah,2010-05-08T14:43:44.000Z,"MLA, Nalbari LAC and Political Secretary to Hon'ble Chief Minister of Assam"
56,True,"Kolkata, India",147994804,https://t.co/AfCi357nnH,"{'followers_count': 211036, 'following_count': 1244, 'tweet_count': 40446, 'listed_count': 582}",False,BJP,rishibagree,Rishi Bagree,2010-05-25T15:26:33.000Z,Political observer || Investor || MBA || Corporate Finance || Researcher || Patriot || An Ordinary Tax paying Citizen || 📧 rishibagree@gmail.com
57,True,Mumbai,2912585790,https://t.co/DxXtyYrxgU,"{'followers_count': 331967, 'following_count': 495, 'tweet_count': 12493, 'listed_count': 106}",False,BJP,warispathan,Waris Pathan,2014-11-28T10:12:57.000Z,"Lawyer, National Spokesperson @aimim_national Former MLA Byculla(2014 to 2019) Indian politician"
58,True,"San Antonio, TX",14802766,https://t.co/bZLTa0Uohc,"{'followers_count': 8978, 'following_count': 5495, 'tweet_count': 79177, 'listed_count': 355}",False,BJP,,"Nan Palmero, MBA",2008-05-16T19:09:49.000Z,Office Furniture Liquidations marketing | Getty award-winning photographer | Tech writer | Marathoner | Black belt | Nan rhymes with John | He/Him
59,True,New Delhi,762611668681568257,,"{'followers_count': 44768, 'following_count': 1265, 'tweet_count': 22285, 'listed_count': 122}",False,BJP,DrSubhashMoS,Dr. Subhash Bhamre,2016-08-08T11:29:25.000Z,"Former Union Minister of State for Defence. Member of Parliament from Dhule-Malegaon, Maharashtra. Bhartiya Janata Party. An Onco Surgeon by training"
60,True,"Bengaluru, India",3241091575,,"{'followers_count': 6299, 'following_count': 331, 'tweet_count': 2525, 'listed_count': 52}",False,BJP,dpkBopanna,Deepak Bopanna,2015-06-10T05:53:41.000Z,Hyperactive Human| Wannabe Perfectionist| Full time Idealist | Part-time Optimist | Principal Correspondent @TimesNow. Formerly with TV9. Tweets personal.
61,True," Madhya Pradesh, India",743130288151089153,https://t.co/rLYNwnCczX,"{'followers_count': 108729, 'following_count': 370, 'tweet_count': 16830, 'listed_count': 31}",False,BJP,abhilashBJPmp,Dr. Abhilash Pandey,2016-06-15T17:17:22.000Z,"Member of Indian Railways (PAC).
Ex.President @MPBJYM."
62,True,"Mumbai, India",301382741,https://t.co/XggzbR6kfq,"{'followers_count': 276161, 'following_count': 160, 'tweet_count': 25287, 'listed_count': 180}",False,BJP,ABVPVoice,ABVP,2011-05-19T11:24:34.000Z,Official Twitter handle of Akhil Bharatiya Vidyarthi Parishad (ABVP) — The World’s Largest Student Organisation
63,True,khamgaon,143804608,,"{'followers_count': 8336, 'following_count': 523, 'tweet_count': 2873, 'listed_count': 9}",False,BJP,advakash,Akash Fundkar,2010-05-14T12:52:45.000Z,"MLA(BJP)Khamgaon constituency, President Bhartiya Janta Party, Buldana District"
64,True,india,1616964661,https://t.co/pdFT4YLQ1H,"{'followers_count': 77722, 'following_count': 595, 'tweet_count': 5529, 'listed_count': 124}",False,BJP,ahir_hansraj,Hansraj Ahir,2013-07-24T05:35:56.000Z,"Ex.Union Minister of State for Home Affairs, Govt. of India. 4 time BJP Member of Parliament from Chandrapur (Maharashtra)."
65,True,"Delhi, India",749829178594193408,https://t.co/sfDloz1ytK,"{'followers_count': 24119, 'following_count': 125, 'tweet_count': 15053, 'listed_count': 62}",False,BJP,AjayTamtaBJP,Ajay Tamta,2016-07-04T04:56:22.000Z,"Member of Parliament Lok Sabha representing Almora Constituency (Uttarakhand) ,Ex Minister of State (Textile) Government of India, Ex Minister of Uttarakhand."
66,True,"Jaipur, India",3191800021,https://t.co/5ZzLGF7xem,"{'followers_count': 39328, 'following_count': 394, 'tweet_count': 22940, 'listed_count': 114}",False,BJP,ajrajbjp,Avinash Joshi,2015-05-11T06:12:10.000Z,"Ex-State Convener ( प्रदेश संयोजक ) Of BJP Rajasthan ( @BJP4Rajasthan ) Information & Technology Department ( आईटी विभाग )
#BJP4India #BJP4Rajasthan"
67,True,"Ministers Hill,  Kohima",1014700512212541442,https://t.co/E1CLSsDBjG,"{'followers_count': 13450, 'following_count': 349, 'tweet_count': 8302, 'listed_count': 21}",False,BJP,AlongImna,Temjen Imna Along,2018-07-05T02:40:29.000Z,"Minister of Higher Education & Tribal Affairs, GoN. 
State President, BJP Nagaland"
68,True,"Kolhapur, India",900630946357010437,https://t.co/Q65iQBJcQ7,"{'followers_count': 5500, 'following_count': 176, 'tweet_count': 4375, 'listed_count': 7}",False,BJP,amal_mahadik,Amal Mahadik,2017-08-24T08:08:45.000Z,Ex MLA - South Kolhapur - BJP
69,True,"Bilaspur, India",2264136505,,"{'followers_count': 15570, 'following_count': 88, 'tweet_count': 6281, 'listed_count': 23}",False,BJP,amaragrawalBJP,Amar Agrawal,2013-12-27T10:15:02.000Z,"#Bilaspur
Ex Cabinet Minister - Chhattisgarh"
70,True,"Delhi, Prayagraj, Kolkata",95588504,https://t.co/bWS44EJ468,"{'followers_count': 602974, 'following_count': 670, 'tweet_count': 153865, 'listed_count': 950}",False,BJP,amitmalviya,Amit Malviya,2009-12-09T05:56:08.000Z,"In-charge of BJP's National Information & Technology Dept. Co-incharge West Bengal. Member National Executive. Ex-banker, interested in politics and economics."
71,True,,1447949844,https://t.co/o7Ew1vHqgV,"{'followers_count': 28789785, 'following_count': 305, 'tweet_count': 15737, 'listed_count': 5584}",False,BJP,AmitShah,Amit Shah,2013-05-22T04:43:54.000Z,"Union Home Minister, Minister of Cooperation and MP, Gandhinagar Lok Sabha. https://t.co/jOdaGZjYul"
72,True,ahmedabad,98659965,https://t.co/6jZMSYCopo,"{'followers_count': 213946, 'following_count': 846, 'tweet_count': 12624, 'listed_count': 110}",False,BJP,AmitThakerBJP,Amit Thaker,2009-12-22T15:41:47.000Z,Prabhari-Anand District BJP|PhD-scholar | Ex-National President BJYM(bharat) 2007-10 Incharge Overseas Friends of BJP 2010-15 | State Secretary bjp.guj 2015-21
73,True,Bengaluru,243023355,http://t.co/czEEJT6PCK,"{'followers_count': 342398, 'following_count': 300, 'tweet_count': 8153, 'listed_count': 513}",False,BJP,AnanthKumar_BJP,Ananthkumar,2011-01-26T03:36:59.000Z,"Maintained in the fond memory of AnanthKumar whose work, selflessness & dedication set him apart

BJP karyakarta, Cabinet Minister & 6 time MP of Bengaluru"
74,True,"New Delhi, India",1628406374,https://t.co/wJektK0zxb,"{'followers_count': 57198, 'following_count': 64, 'tweet_count': 12946, 'listed_count': 86}",False,BJP,anil_baluni,Anil Baluni,2013-07-28T17:53:29.000Z,"Member of Parliament (Uttarakhand), National Media In-charge & National Spokesperson @BJP4India"
75,True,"New Delhi,India",250677217,,"{'followers_count': 126555, 'following_count': 781, 'tweet_count': 19347, 'listed_count': 120}",False,BJP,aniljaindr,Dr. Anil Jain,2011-02-11T15:41:02.000Z,"MP Rajya Sabha, President The Bharat Scouts & Guides, President All India Tennis Association ,Trustee Bhau Rao Deoras seva nyas ,Sr Surgeon Apollo Hospital."
76,True,"Pune , India",2305992150,https://t.co/drl20e5QzI,"{'followers_count': 84620, 'following_count': 497, 'tweet_count': 5283, 'listed_count': 103}",False,BJP,AnilShiroleBJP,Anil Shirole,2014-01-23T05:19:19.000Z,"Indian. BJP, RSS Karyakarta, Sevak of the citizens,
Ex. MP (Loksabha) from Pune City,"
77,True,"Mumbai, India Nagpur",777049636469149696,https://t.co/MadXWgGF4X,"{'followers_count': 5658, 'following_count': 168, 'tweet_count': 5922, 'listed_count': 9}",False,BJP,AnilSole1,Prof Anil Sole,2016-09-17T07:40:45.000Z,"MLC & State Executive Memb
 @BJP4Maharashtra | Chairman Shikshak Sahakari Bank | Former President AICM | Former Mayor Nagpur City | President Fortune Foundation"
78,True,Dehradun ,107680763,,"{'followers_count': 15221, 'following_count': 1405, 'tweet_count': 16139, 'listed_count': 66}",False,BJP,anupamtr,Anupam Trivedi,2010-01-23T10:43:29.000Z,Nationalist. Entrepreneur. Views are personal. RTs are endorsement.
79,True,"Lucknow, India",843386813171490817,,"{'followers_count': 489066, 'following_count': 31, 'tweet_count': 10112, 'listed_count': 125}",False,BJP,anupmajaisbjp,Anupma Jaiswal,2017-03-19T09:01:00.000Z,"पूर्व राज्यमंत्री (स्वतंत्र प्रभार) बेसिक शिक्षा, बाल विकास पुष्टाहार | राजस्व | वित्त |MOS Basic Edu | Child Dev & Nutrition(Ind) | @UPGovt | MLA, Bahraich"
80,True,Uttar Pradesh,1921946424,https://t.co/TEufeeMVmc,"{'followers_count': 159016, 'following_count': 139, 'tweet_count': 7401, 'listed_count': 139}",False,BJP,ArunSinghbjp,Arun Singh,2013-10-01T02:26:34.000Z,"National General Secretary , BJP ☆ Member of Parliament, Rajya Sabha ☆ State Incharge (Prabhari) Rajasthan / Karnataka BJP ☆ Secretary, SPMRF ☆ Incharge BJP HQ,"
81,True,"Shimla/Mumbai, India",120123219,https://t.co/7L3bXbttFx,"{'followers_count': 47650, 'following_count': 881, 'tweet_count': 18284, 'listed_count': 54}",False,BJP,AshishSainram,Ashish Chauhan,2010-03-05T14:46:52.000Z,"A student of India's Students’ Movement; National Organising Secretary, ABVP @ABVPVoice"
82,True,"New Delhi, India",202552918,,"{'followers_count': 56763, 'following_count': 2164, 'tweet_count': 40435, 'listed_count': 58}",False,BJP,AshokGoelBJP,Ashok Goel,2010-10-14T09:06:57.000Z,Chartered Accountant | Vice President - BJP4Delhi | Delhi BJP MLA Candidate - Model Town 2013 | RT not endorsement | Opinions totally personal |
83,True,"Gadchiroli, New Delhi",838666041416953856,https://t.co/OyH2M17ly1,"{'followers_count': 20518, 'following_count': 350, 'tweet_count': 8394, 'listed_count': 16}",False,BJP,AshokNeteMP,Ashok Nete 🇮🇳,2017-03-06T08:22:20.000Z,"National General Secretary, BJP ST Morcha | 2nd Term Member of Parliament, Gadchiroli Lok Sabha (MH) | Former MLA, Maharashtra (1999-2009)"
84,False,"New Delhi, India",2228272268,,"{'followers_count': 1658, 'following_count': 161, 'tweet_count': 410, 'listed_count': 0}",False,BJP,AshwiniBJP,Ashwini Upadhyay,2013-12-03T13:16:08.000Z,"Let's make a United Integrated Developed & Delighted India, Free from Corruption Crime Casteism Communalism Linguism Regionalism Separatism Radicalism& Nepotism"
85,True,Jalgaon,1621623402,,"{'followers_count': 11391, 'following_count': 1238, 'tweet_count': 8830, 'listed_count': 50}",False,BJP,atnanapatilmp,A T Nana Patil M P,2013-07-26T00:52:08.000Z,"BJP Member of Parliament-Jalgaon, A servant to society and work for building the Nation."
86,True,on Mother Earth,979795484,,"{'followers_count': 32969, 'following_count': 1265, 'tweet_count': 29372, 'listed_count': 74}",False,BJP,Avadhutwaghbjp,Avadhut Wagh अवधूत वाघ,2012-11-30T05:11:56.000Z,"BE (Mech), DMS,MFM
VJTI & JBIMS Alumnus.
#ModiBhakta
Humble to get followback from my living God PM Shri @narendramodi ji & @nitin_gadkari ji 
#HinduRashtra"
87,True,"Maval, India Mumbai",2873236182,https://t.co/Q65iQBJcQ7,"{'followers_count': 3156, 'following_count': 365, 'tweet_count': 2513, 'listed_count': 5}",False,BJP,BalaBhegade,Bala Bhegade- बाळा भेगडे,2014-10-23T12:40:33.000Z,Former Minister of State
88,True,India,369570414,https://t.co/RPFeWdRGqb,"{'followers_count': 9604, 'following_count': 184, 'tweet_count': 17152, 'listed_count': 32}",False,BJP,balbirpunj,Balbir Punj,2011-09-07T15:47:28.000Z,Commentator on #Social and #Political Issues. Has been @BJP4India member of #Parliament for two terms.
89,True,"Bijnor, India",721327670563315712,,"{'followers_count': 2224, 'following_count': 142, 'tweet_count': 2506, 'listed_count': 10}",False,BJP,BharatendraBJP,Bharatendra Singh,2016-04-16T13:21:33.000Z,Official Twitter profile of Lok Sabha MP Bijnor. BJP Karyakarta
90,True,Ahmedabad,443541186,,"{'followers_count': 58274, 'following_count': 272, 'tweet_count': 13152, 'listed_count': 76}",False,BJP,bharatpandyabjp,Bharat Pandya,2011-12-22T08:36:44.000Z,"Spokesperson, BJP Gujarat (Since 2016 to 2020)
General Secretary, BJP Gujarat (Since 2013 to 2015)
MLA,Dhandhuka Assembly.(Since 1998 to 2007)"
91,True,"Kandivali East, Mumbai",726417797048373248,https://t.co/Sl5JZwipoE,"{'followers_count': 81523, 'following_count': 381, 'tweet_count': 10542, 'listed_count': 69}",False,BJP,BhatkhalkarA,Atul Bhatkhalkar,2016-04-30T14:27:53.000Z,BJP MLA from Kandivali East Constituency | RSS Swayamsevak | Ex Sangh Pracharak | Nationalist
92,True,"Gandhinagar, India",2547602874,https://t.co/RSsV1gU4dT,"{'followers_count': 170984, 'following_count': 23, 'tweet_count': 11891, 'listed_count': 116}",False,BJP,bhikhubhaidbjp,Bhikhubhai Dalsaniya,2014-06-05T07:40:53.000Z,State General Secretary (Organization) of @BJP4Bihar
93,True,"Sagar, India",725260382625894402,,"{'followers_count': 135720, 'following_count': 129, 'tweet_count': 10085, 'listed_count': 48}",False,BJP,bhupendrasingho,Bhuppendra Siingh,2016-04-27T09:48:44.000Z,"Minister of Urban Development and Housing, Govt of Madhya Pradesh. Member of Legislative Assembly-Khurai. Ex MP-Sagar. Karyakarta, BJP"
94,True,"Andhra Pradesh, India",3308534123,https://t.co/6m1aGgKIfO,"{'followers_count': 104826, 'following_count': 295, 'tweet_count': 18980, 'listed_count': 153}",False,BJP,BJP4Andhra,BJP ANDHRA PRADESH,2015-06-04T18:25:06.000Z,"Official Twitter Handle of the Bharatiya Janata Party (BJP), Andhra Pradesh."
95,True,,741171197342187521,https://t.co/hTr3Ks8Tob,"{'followers_count': 43871, 'following_count': 44, 'tweet_count': 3168, 'listed_count': 87}",False,BJP,BJP4AnN,BJP Andaman Nicobar,2016-06-10T07:32:38.000Z,Official Twitter account of the Bharatiya Janata Party (BJP) Andaman and Nicobar
96,True,Itanagar,1853325038,https://t.co/yOQmYfithP,"{'followers_count': 61323, 'following_count': 188, 'tweet_count': 32729, 'listed_count': 89}",False,BJP,BJP4Arunachal,BJP ArunachalPradesh,2013-09-11T04:42:24.000Z,"BHARATIYA JANATA PARTY,  Arunachal Pradesh"
97,True,"Hengrabari, Guwahati, Assam",1858339356,https://t.co/5Wr6wUOrhQ,"{'followers_count': 145177, 'following_count': 187, 'tweet_count': 25965, 'listed_count': 170}",False,BJP,BJP4Assam,BJP Assam Pradesh,2013-09-12T19:45:19.000Z,The official Twitter Handle of BJP Assam Pradesh.
98,True,"Kolkata, West Bengal",2984417534,https://t.co/KtNN5Jhve3,"{'followers_count': 370611, 'following_count': 155, 'tweet_count': 48170, 'listed_count': 286}",False,BJP,BJP4Bengal,BJP Bengal,2015-01-15T17:38:20.000Z,Official Twitter handle of BJP West Bengal (BJPBengal)
99,True,,758215424622391296,https://t.co/7CO9y2NxUo,"{'followers_count': 363056, 'following_count': 67, 'tweet_count': 40937, 'listed_count': 211}",False,BJP,BJP4Bihar,BJP Bihar,2016-07-27T08:20:18.000Z,Official Twitter Account of BJP Bihar
100,True,,1698414426,https://t.co/DeAulP4dmV,"{'followers_count': 119442, 'following_count': 165, 'tweet_count': 41085, 'listed_count': 134}",False,BJP,BJP4CGState,BJP Chhattisgarh,2013-08-25T07:26:36.000Z,Official account of BJP Chhattisgarh State
101,True,"Chandigarh, India",1562806872,https://t.co/ASCDFHpJQD,"{'followers_count': 50769, 'following_count': 518, 'tweet_count': 12841, 'listed_count': 104}",False,BJP,BJP4Chandigarh,BJP Chandigarh,2013-07-02T10:37:46.000Z,"The Official Account of BJP Chandigarh · Join us towards making Ek Bharat, Shreshth Bharat!"
102,True,"Chhapra, India",912215065192939520,https://t.co/VuQ3dvFbNg,"{'followers_count': 5044, 'following_count': 100, 'tweet_count': 4947, 'listed_count': 1}",False,BJP,BJP4Chapra,BJP SARAN (Chapra),2017-09-25T07:19:54.000Z,"The official Twitter Account of BJP Saran Dist. Bihar  भारतीय जनता पार्टी, जिला: सारण बिहार का अधिकारिक ट्विटर अकाउंट 
https://t.co/x6NUJF5E7g
Sansad Control Room: 18003456222"
103,True,,741180647624974336,https://t.co/yCdzrcOlM4,"{'followers_count': 42471, 'following_count': 86, 'tweet_count': 4841, 'listed_count': 69}",False,BJP,BJP4DamanDiu,BJP Daman Diu,2016-06-10T08:10:11.000Z,Official Twitter account of the Bharatiya Janata Party (BJP) Daman and Diu
104,True,New Delhi,337065278,https://t.co/rUU6FEKGb3,"{'followers_count': 1103545, 'following_count': 72, 'tweet_count': 86187, 'listed_count': 659}",False,BJP,BJP4Delhi,BJP Delhi,2011-07-17T11:45:02.000Z,Official account of BJP Delhi State. https://t.co/QFhgjaxeAi
105,True,"Dadra And Nagar Haveli, India",741176277592219648,https://t.co/1JD0AGb0MJ,"{'followers_count': 43159, 'following_count': 36, 'tweet_count': 17000, 'listed_count': 73}",False,BJP,BJP4DnNH,BJP Dadra and Nagar Haveli & Daman and Diu,2016-06-10T07:52:49.000Z,Official Twitter account of the Bharatiya Janata Party (BJP) Dadra and Nagar Haveli & Daman and Diu
106,True,,758216347486720000,https://t.co/VuEjuLf3Js,"{'followers_count': 69918, 'following_count': 52, 'tweet_count': 6283, 'listed_count': 107}",False,BJP,BJP4Goa,BJP Goa,2016-07-27T08:23:59.000Z,Official BJP Goa state twitter account
